Page,Section,Component,Usage,Image Path,Image Source Type,Viewport,Device Pixel Ratio,Measurement Basis,Full Component Width,Full Component Height,Image Viewport Width,Image Viewport Height,Display Aspect Ratio,Natural Width,Natural Height,Source Aspect Ratio,Current File Size Bytes,Object Fit,Object Position,Overflow,Border Radius,Opacity / Overlay,Cover Scale,Rendered Width,Rendered Height,Overflow CSS Pixels,Crop Direction,Visible Percentage,Crop Percentage,Crop Per Side,Recommended Width,Recommended Height,Recommended Aspect Ratio,Safe Area Horizontal,Safe Area Vertical,Text Overlay Position,Text-free Side EN,Text-free Side AR,Recommended Format,Recommended Max File Size,Notes
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/04-roastery.png,Local,Desktop 1440x900,1,Browser measured,402.1,190.46,400.1,188.48,2.1228,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.3907,400.10,600.15,411.67 vertical,Top and bottom,31.41%,68.59%,34.30% top + 34.30% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/04-roastery.png,Local,Laptop 1280x800,1,Browser measured,397.14,190.46,395.14,188.48,2.0965,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.3859,395.14,592.71,404.23 vertical,Top and bottom,31.80%,68.20%,34.10% top + 34.10% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/04-roastery.png,Local,Tablet 768x1024,1,Browser measured,227.83,158.72,225.85,156.74,1.4409,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.2206,225.85,338.77,182.03 vertical,Top and bottom,46.27%,53.73%,26.87% top + 26.87% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/04-roastery.png,Local,Mobile 390x844,1,Browser measured,164.18,134.91,162.19,132.93,1.2201,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.1584,162.19,243.28,110.35 vertical,Top and bottom,54.64%,45.36%,22.68% top + 22.68% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/05-flavor-pouch.png,Local,Desktop 1440x900,1,Browser measured,402.1,190.46,400.1,188.48,2.1228,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.3566,400.10,499.95,311.47 vertical,Top and bottom,37.70%,62.30%,31.15% top + 31.15% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/05-flavor-pouch.png,Local,Laptop 1280x800,1,Browser measured,397.14,190.46,395.14,188.48,2.0965,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.3522,395.14,493.75,305.27 vertical,Top and bottom,38.17%,61.83%,30.91% top + 30.91% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/05-flavor-pouch.png,Local,Tablet 768x1024,1,Browser measured,227.83,158.72,225.85,156.74,1.4409,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.2013,225.85,282.21,125.47 vertical,Top and bottom,55.54%,44.46%,22.23% top + 22.23% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/05-flavor-pouch.png,Local,Mobile 390x844,1,Browser measured,164.18,134.91,162.19,132.93,1.2201,1122,1402,0.8003,1851762,cover,50% 50%,hidden,20px,,0.1446,162.19,202.67,69.74 vertical,Top and bottom,65.59%,34.41%,17.20% top + 17.20% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/06-turkish.png,Local,Desktop 1440x900,1,Browser measured,402.1,190.46,400.1,188.48,2.1228,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3907,400.10,600.15,411.67 vertical,Top and bottom,31.41%,68.59%,34.30% top + 34.30% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/06-turkish.png,Local,Laptop 1280x800,1,Browser measured,397.14,190.46,395.14,188.48,2.0965,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.3859,395.14,592.71,404.23 vertical,Top and bottom,31.80%,68.20%,34.10% top + 34.10% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/06-turkish.png,Local,Tablet 768x1024,1,Browser measured,227.83,158.72,225.85,156.74,1.4409,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.2206,225.85,338.77,182.03 vertical,Top and bottom,46.27%,53.73%,26.87% top + 26.87% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Social Gallery,SocialGallery,Secondary tile,/site-images/home/social-gallery-section/06-turkish.png,Local,Mobile 390x844,1,Browser measured,164.18,134.91,162.19,132.93,1.2201,1024,1536,0.6667,1878760,cover,50% 50%,hidden,20px,,0.1584,162.19,243.28,110.35 vertical,Top and bottom,54.64%,45.36%,22.68% top + 22.68% bottom,1600,1200,4:3,10%-90%,24%-76%,None,None,None,WebP,220 KB,Variable responsive ratio
Home,Story,StorySection,Foreground portrait,/site-images/home/story-section/story-roastery.png,Local,Desktop 1440x900,1,Browser measured,570.24,760.32,568.26,758.34,0.7493,1024,1536,0.6667,1812504,cover,50% 50%,hidden,24px,,0.5549,568.26,852.39,94.05 vertical,Top and bottom,88.97%,11.03%,5.52% top + 5.52% bottom,1200,1600,3:4,10%-90%,10%-90%,None,None,None,WebP,220 KB,3:4 viewport
Home,Story,StorySection,Foreground portrait,/site-images/home/story-section/story-roastery.png,Local,Laptop 1280x800,1,Browser measured,562.81,750.42,560.83,748.44,0.7493,1024,1536,0.6667,1812504,cover,50% 50%,hidden,24px,,0.5477,560.83,841.25,92.81 vertical,Top and bottom,88.97%,11.03%,5.52% top + 5.52% bottom,1200,1600,3:4,10%-90%,10%-90%,None,None,None,WebP,220 KB,3:4 viewport
Home,Story,StorySection,Foreground portrait,/site-images/home/story-section/story-roastery.png,Local,Tablet 768x1024,1,Browser measured,570.24,760.32,568.26,758.34,0.7493,1024,1536,0.6667,1812504,cover,50% 50%,hidden,24px,,0.5549,568.26,852.39,94.05 vertical,Top and bottom,88.97%,11.03%,5.52% top + 5.52% bottom,1200,1600,3:4,10%-90%,10%-90%,None,None,None,WebP,220 KB,3:4 viewport
Home,Story,StorySection,Foreground portrait,/site-images/home/story-section/story-roastery.png,Local,Mobile 390x844,1,Browser measured,339.57,452.75,337.59,450.77,0.7489,1024,1536,0.6667,1812504,cover,50% 50%,hidden,24px,,0.3297,337.59,506.38,55.62 vertical,Top and bottom,89.02%,10.98%,5.49% top + 5.49% bottom,1200,1600,3:4,10%-90%,10%-90%,None,None,None,WebP,220 KB,3:4 viewport
Home,Story,StorySection,Decorative background reuse,/site-images/home/story-section/story-roastery.png,Local,Desktop 1440x900,1,Browser measured,1425,1024,1425,1024,1.3916,1024,1536,0.6667,1812504,background (cover),50% 50%,hidden,0px,0.08,1.3916,1425.00,2137.50,1113.50 vertical,Top and bottom,47.91%,52.09%,26.05% top + 26.05% bottom,2000,1600,5:4,25%-75%,25%-75%,None,Live story copy over background,both sides quiet,WebP,250 KB,both sides quiet
Home,Story,StorySection,Decorative background reuse,/site-images/home/story-section/story-roastery.png,Local,Laptop 1280x800,1,Browser measured,1265,1014,1265,1014,1.2475,1024,1536,0.6667,1812504,background (cover),50% 50%,hidden,0px,0.08,1.2354,1265.00,1897.50,883.50 vertical,Top and bottom,53.44%,46.56%,23.28% top + 23.28% bottom,2000,1600,5:4,25%-75%,25%-75%,None,Live story copy over background,both sides quiet,WebP,250 KB,both sides quiet
Home,Story,StorySection,Decorative background reuse,/site-images/home/story-section/story-roastery.png,Local,Tablet 768x1024,1,Browser measured,753,1669.78,753,1669.78,0.4510,1024,1536,0.6667,1812504,background (cover),50% 50%,hidden,0px,0.08,1.0871,1113.19,1669.78,360.19 horizontal,Left and right,67.64%,32.36%,16.18% left + 16.18% right,2000,1600,5:4,25%-75%,25%-75%,None,Live story copy over background,both sides quiet,WebP,250 KB,both sides quiet
Home,Story,StorySection,Decorative background reuse,/site-images/home/story-section/story-roastery.png,Local,Mobile 390x844,1,Browser measured,375,1428.03,375,1428.03,0.2626,1024,1536,0.6667,1812504,background (cover),50% 50%,hidden,0px,0.08,0.9297,952.02,1428.03,577.02 horizontal,Left and right,39.39%,60.61%,30.31% left + 30.31% right,2000,1600,5:4,25%-75%,25%-75%,None,Live story copy over background,both sides quiet,WebP,250 KB,both sides quiet
Products,Espresso Builder,EspressoBlendStudio,Dynamic builder background,/site-images/products/builders/espresso/background.png,Local,Desktop 1440x900,1,Code-defined / not rendered,,,,,,1717,916,1.8745,1673560,cover,50% 50%,hidden,0px,,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Dynamic module remained in Loading studio state during measurement; no fabricated rect
Products,Espresso Builder,EspressoBlendStudio,Dynamic builder background,/site-images/products/builders/espresso/background.png,Local,Laptop 1280x800,1,Code-defined / not rendered,,,,,,1717,916,1.8745,1673560,cover,50% 50%,hidden,0px,,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Dynamic module remained in Loading studio state during measurement; no fabricated rect
Products,Espresso Builder,EspressoBlendStudio,Dynamic builder background,/site-images/products/builders/espresso/background.png,Local,Tablet 768x1024,1,Code-defined / not rendered,,,,,,1717,916,1.8745,1673560,cover,50% 50%,hidden,0px,,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Dynamic module remained in Loading studio state during measurement; no fabricated rect
Products,Espresso Builder,EspressoBlendStudio,Dynamic builder background,/site-images/products/builders/espresso/background.png,Local,Mobile 390x844,1,Code-defined / not rendered,,,,,,1717,916,1.8745,1673560,cover,50% 50%,hidden,0px,,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Dynamic module remained in Loading studio state during measurement; no fabricated rect
Products,Flavor Builder,FlavorMixStudio,Dynamic builder background,/site-images/products/builders/flavor/background.png,Local,Desktop 1440x900,1,Code-defined / not rendered,,,,,,1024,1536,0.6667,1757726,cover,50% 50%,hidden,0px,,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Dynamic module remained in Loading studio state during measurement; no fabricated rect
Products,Flavor Builder,FlavorMixStudio,Dynamic builder background,/site-images/products/builders/flavor/background.png,Local,Laptop 1280x800,1,Code-defined / not rendered,,,,,,1024,1536,0.6667,1757726,cover,50% 50%,hidden,0px,,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Dynamic module remained in Loading studio state during measurement; no fabricated rect
Products,Flavor Builder,FlavorMixStudio,Dynamic builder background,/site-images/products/builders/flavor/background.png,Local,Tablet 768x1024,1,Code-defined / not rendered,,,,,,1024,1536,0.6667,1757726,cover,50% 50%,hidden,0px,,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Dynamic module remained in Loading studio state during measurement; no fabricated rect
Products,Flavor Builder,FlavorMixStudio,Dynamic builder background,/site-images/products/builders/flavor/background.png,Local,Mobile 390x844,1,Code-defined / not rendered,,,,,,1024,1536,0.6667,1757726,cover,50% 50%,hidden,0px,,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Dynamic module remained in Loading studio state during measurement; no fabricated rect
Products,Hero,ProductsPageHero,Background,/site-images/products/hero-section/background.png,Local,Desktop 1440x900,1,Browser measured,1425,405,1425,405,3.5185,1024,1536,0.6667,1812504,background (cover),50% 50%,hidden,0px,Live title/search over image,1.3916,1425.00,2137.50,1732.50 vertical,Top and bottom,18.95%,81.05%,40.53% top + 40.53% bottom,2400,1200,2:1,25%-75%,20%-80%,Live title/search over image,both sides quiet,both sides quiet,WebP,400 KB,Desktop crops 77.55% vertically
Products,Hero,ProductsPageHero,Background,/site-images/products/hero-section/background.png,Local,Laptop 1280x800,1,Browser measured,1265,360,1265,360,3.5139,1024,1536,0.6667,1812504,background (cover),50% 50%,hidden,0px,Live title/search over image,1.2354,1265.00,1897.50,1537.50 vertical,Top and bottom,18.97%,81.03%,40.51% top + 40.51% bottom,2400,1200,2:1,25%-75%,20%-80%,Live title/search over image,both sides quiet,both sides quiet,WebP,400 KB,Desktop crops 77.55% vertically
Products,Hero,ProductsPageHero,Background,/site-images/products/hero-section/background.png,Local,Tablet 768x1024,1,Browser measured,753,460.8,753,460.8,1.6341,1024,1536,0.6667,1812504,background (cover),50% 50%,hidden,0px,Live title/search over image,0.7354,753.00,1129.50,668.70 vertical,Top and bottom,40.80%,59.20%,29.60% top + 29.60% bottom,2400,1200,2:1,25%-75%,20%-80%,Live title/search over image,both sides quiet,both sides quiet,WebP,400 KB,Desktop crops 77.55% vertically
Products,Hero,ProductsPageHero,Background,/site-images/products/hero-section/background.png,Local,Mobile 390x844,1,Browser measured,375,379.8,375,379.8,0.9874,1024,1536,0.6667,1812504,background (cover),50% 50%,hidden,0px,Live title/search over image,0.3662,375.00,562.50,182.70 vertical,Top and bottom,67.52%,32.48%,16.24% top + 16.24% bottom,2400,1200,2:1,25%-75%,20%-80%,Live title/search over image,both sides quiet,both sides quiet,WebP,400 KB,Desktop crops 77.55% vertically
Product details,Gallery,ProductGallery,Fallback thumbnail,/site-images/products/product-detail/gallery-fallbacks/02-roastery.png,Local,Desktop 1440x900,1,Browser measured,98.27,98.27,96.27,96.27,1.0000,1024,1536,0.6667,1812504,cover,50% 50%,hidden,12px,,0.0940,96.27,144.41,48.14 vertical,Top and bottom,66.67%,33.33%,16.67% top + 16.67% bottom,512,512,1:1,15%-85%,15%-85%,None,None,None,WebP,60 KB,Can become main image when selected
Product details,Gallery,ProductGallery,Fallback thumbnail,/site-images/products/product-detail/gallery-fallbacks/02-roastery.png,Local,Laptop 1280x800,1,Browser measured,96.34,96.34,94.34,94.34,1.0000,1024,1536,0.6667,1812504,cover,50% 50%,hidden,12px,,0.0921,94.34,141.51,47.17 vertical,Top and bottom,66.67%,33.33%,16.67% top + 16.67% bottom,512,512,1:1,15%-85%,15%-85%,None,None,None,WebP,60 KB,Can become main image when selected
Product details,Gallery,ProductGallery,Fallback thumbnail,/site-images/products/product-detail/gallery-fallbacks/02-roastery.png,Local,Tablet 768x1024,1,Browser measured,167.75,167.75,165.75,165.75,1.0000,1024,1536,0.6667,1812504,cover,50% 50%,hidden,12px,,0.1619,165.75,248.63,82.88 vertical,Top and bottom,66.67%,33.33%,16.67% top + 16.67% bottom,512,512,1:1,15%-85%,15%-85%,None,None,None,WebP,60 KB,Can become main image when selected
Product details,Gallery,ProductGallery,Fallback thumbnail,/site-images/products/product-detail/gallery-fallbacks/02-roastery.png,Local,Mobile 390x844,1,Browser measured,73.25,73.25,71.25,71.25,1.0000,1024,1536,0.6667,1812504,cover,50% 50%,hidden,12px,,0.0696,71.25,106.88,35.63 vertical,Top and bottom,66.67%,33.33%,16.67% top + 16.67% bottom,512,512,1:1,15%-85%,15%-85%,None,None,None,WebP,60 KB,Can become main image when selected
Product details,Gallery,ProductGallery,Selected fallback main image,/site-images/products/product-detail/gallery-fallbacks/02-roastery.png,Local,Desktop 1440x900,1,Browser measured,443.06,675.59,441.06,551.33,0.8000,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.4307,441.06,661.59,110.26 vertical,Top and bottom,83.33%,16.67%,8.33% top + 8.33% bottom,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,4:5 main viewport
Product details,Gallery,ProductGallery,Selected fallback main image,/site-images/products/product-detail/gallery-fallbacks/02-roastery.png,Local,Laptop 1280x800,1,Browser measured,435.38,664.06,433.38,541.72,0.8000,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.4232,433.38,650.07,108.35 vertical,Top and bottom,83.33%,16.67%,8.33% top + 8.33% bottom,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,4:5 main viewport
Product details,Gallery,ProductGallery,Selected fallback main image,/site-images/products/product-detail/gallery-fallbacks/02-roastery.png,Local,Tablet 768x1024,1,Browser measured,721,1092.5,719,898.75,0.8000,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.7021,719.00,1078.50,179.75 vertical,Top and bottom,83.33%,16.67%,8.33% top + 8.33% bottom,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,4:5 main viewport
Product details,Gallery,ProductGallery,Selected fallback main image,/site-images/products/product-detail/gallery-fallbacks/02-roastery.png,Local,Mobile 390x844,1,Browser measured,343,525.5,341,426.25,0.8000,1024,1536,0.6667,1812504,cover,50% 50%,hidden,20px,,0.3330,341.00,511.50,85.25 vertical,Top and bottom,83.33%,16.67%,8.33% top + 8.33% bottom,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,4:5 main viewport
Product details,Gallery,ProductGallery,Fallback thumbnail,/site-images/products/product-detail/gallery-fallbacks/03-dark-roast.png,Local,Desktop 1440x900,1,Browser measured,98.27,98.27,96.27,96.27,1.0000,1717,916,1.8745,1673560,cover,50% 50%,hidden,12px,,0.1051,180.45,96.27,84.18 horizontal,Left and right,53.35%,46.65%,23.33% left + 23.33% right,512,512,1:1,15%-85%,15%-85%,None,None,None,WebP,60 KB,Wide source crops horizontally
Product details,Gallery,ProductGallery,Fallback thumbnail,/site-images/products/product-detail/gallery-fallbacks/03-dark-roast.png,Local,Laptop 1280x800,1,Browser measured,96.34,96.34,94.34,94.34,1.0000,1717,916,1.8745,1673560,cover,50% 50%,hidden,12px,,0.1030,176.84,94.34,82.50 horizontal,Left and right,53.35%,46.65%,23.33% left + 23.33% right,512,512,1:1,15%-85%,15%-85%,None,None,None,WebP,60 KB,Wide source crops horizontally
Product details,Gallery,ProductGallery,Fallback thumbnail,/site-images/products/product-detail/gallery-fallbacks/03-dark-roast.png,Local,Tablet 768x1024,1,Browser measured,167.75,167.75,165.75,165.75,1.0000,1717,916,1.8745,1673560,cover,50% 50%,hidden,12px,,0.1809,310.69,165.75,144.94 horizontal,Left and right,53.35%,46.65%,23.33% left + 23.33% right,512,512,1:1,15%-85%,15%-85%,None,None,None,WebP,60 KB,Wide source crops horizontally
Product details,Gallery,ProductGallery,Fallback thumbnail,/site-images/products/product-detail/gallery-fallbacks/03-dark-roast.png,Local,Mobile 390x844,1,Browser measured,73.25,73.25,71.25,71.25,1.0000,1717,916,1.8745,1673560,cover,50% 50%,hidden,12px,,0.0778,133.55,71.25,62.30 horizontal,Left and right,53.35%,46.65%,23.33% left + 23.33% right,512,512,1:1,15%-85%,15%-85%,None,None,None,WebP,60 KB,Wide source crops horizontally
Product details,Gallery,ProductGallery,Selected fallback main image,/site-images/products/product-detail/gallery-fallbacks/03-dark-roast.png,Local,Desktop 1440x900,1,Browser measured,443.06,675.59,441.06,551.33,0.8000,1717,916,1.8745,1673560,cover,50% 50%,hidden,20px,,0.6019,1033.44,551.33,592.38 horizontal,Left and right,42.68%,57.32%,28.66% left + 28.66% right,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,Only 42.68% of source width remains
Product details,Gallery,ProductGallery,Selected fallback main image,/site-images/products/product-detail/gallery-fallbacks/03-dark-roast.png,Local,Laptop 1280x800,1,Browser measured,435.38,664.06,433.38,541.72,0.8000,1717,916,1.8745,1673560,cover,50% 50%,hidden,20px,,0.5914,1015.43,541.72,582.05 horizontal,Left and right,42.68%,57.32%,28.66% left + 28.66% right,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,Only 42.68% of source width remains
Product details,Gallery,ProductGallery,Selected fallback main image,/site-images/products/product-detail/gallery-fallbacks/03-dark-roast.png,Local,Tablet 768x1024,1,Browser measured,721,1092.5,719,898.75,0.8000,1717,916,1.8745,1673560,cover,50% 50%,hidden,20px,,0.9812,1684.67,898.75,965.67 horizontal,Left and right,42.68%,57.32%,28.66% left + 28.66% right,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,Only 42.68% of source width remains
Product details,Gallery,ProductGallery,Selected fallback main image,/site-images/products/product-detail/gallery-fallbacks/03-dark-roast.png,Local,Mobile 390x844,1,Browser measured,343,525.5,341,426.25,0.8000,1717,916,1.8745,1673560,cover,50% 50%,hidden,20px,,0.4653,798.99,426.25,457.99 horizontal,Left and right,42.68%,57.32%,28.66% left + 28.66% right,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,Only 42.68% of source width remains
Products,Grid / Best Sellers / Search,ProductCard,Default fallback product,/site-images/products/shared/default-product.png,Local,Desktop 1440x900,1,Browser measured,306.67,341.78,304.67,190.41,1.6001,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.2975,304.67,457.00,266.60 vertical,Top and bottom,41.66%,58.34%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,If a separate card artwork is introduced use 1600x1000 8:5
Products,Grid / Best Sellers / Search,ProductCard,Default fallback product,/site-images/products/shared/default-product.png,Local,Laptop 1280x800,1,Browser measured,301.67,338.66,299.67,187.28,1.6001,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.2926,299.67,449.50,262.23 vertical,Top and bottom,41.66%,58.34%,29.17% top + 29.17% bottom,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,If a separate card artwork is introduced use 1600x1000 8:5
Products,Grid / Best Sellers / Search,ProductCard,Default fallback product,/site-images/products/shared/default-product.png,Local,Tablet 768x1024,1,Browser measured,350.5,343.38,348.5,192,1.8151,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.3403,348.50,522.75,330.75 vertical,Top and bottom,36.73%,63.27%,31.64% top + 31.64% bottom,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,If a separate card artwork is introduced use 1600x1000 8:5
Products,Grid / Best Sellers / Search,ProductCard,Default fallback product,/site-images/products/shared/default-product.png,Local,Mobile 390x844,1,Browser measured,165.5,326.25,163.5,176,0.9290,1024,1536,0.6667,2173874,cover,50% 50%,hidden,20px,,0.1597,163.50,245.25,69.25 vertical,Top and bottom,71.76%,28.24%,14.12% top + 14.12% bottom,1600,2000,4:5,15%-85%,10%-90%,None,None,None,WebP,300 KB,If a separate card artwork is introduced use 1600x1000 8:5
Account,Account shell,AccountShell,Protected decorative background,/site-images/shared/account/background.png,Local,Desktop 1440x900,1,Code-defined / not rendered,,,,,,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,0.075,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Auth protected; no fabricated browser rect
Account,Account shell,AccountShell,Protected decorative background,/site-images/shared/account/background.png,Local,Laptop 1280x800,1,Code-defined / not rendered,,,,,,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,0.075,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Auth protected; no fabricated browser rect
Account,Account shell,AccountShell,Protected decorative background,/site-images/shared/account/background.png,Local,Tablet 768x1024,1,Code-defined / not rendered,,,,,,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,0.075,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Auth protected; no fabricated browser rect
Account,Account shell,AccountShell,Protected decorative background,/site-images/shared/account/background.png,Local,Mobile 390x844,1,Code-defined / not rendered,,,,,,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,0.075,,,,,,,,,2000,1600,5:4,25%-75%,25%-75%,None,N/A,N/A,WebP,250 KB,Auth protected; no fabricated browser rect
Auth,Auth shell,AuthCard,Background,/site-images/shared/auth/background.png,Local,Desktop 1440x900,1,Browser measured,1425,1026.39,1425,900,1.5833,1717,916,1.8745,1673560,cover,50% 50%,hidden,0px,0.14,0.9825,1687.01,900.00,262.01 horizontal,Left and right,84.47%,15.53%,7.77% left + 7.77% right,2000,1600,5:4,25%-75%,25%-75%,None,Form card overlays image,keep both sides quiet,WebP,250 KB,keep both sides quiet
Auth,Auth shell,AuthCard,Background,/site-images/shared/auth/background.png,Local,Laptop 1280x800,1,Browser measured,1265,823.75,1265,823.75,1.5357,1717,916,1.8745,1673560,cover,50% 50%,hidden,0px,0.14,0.8993,1544.08,823.75,279.08 horizontal,Left and right,81.93%,18.07%,9.04% left + 9.04% right,2000,1600,5:4,25%-75%,25%-75%,None,Form card overlays image,keep both sides quiet,WebP,250 KB,keep both sides quiet
Auth,Auth shell,AuthCard,Background,/site-images/shared/auth/background.png,Local,Tablet 768x1024,1,Browser measured,753,1024,753,1024,0.7354,1717,916,1.8745,1673560,cover,50% 50%,hidden,0px,0.14,1.1179,1919.44,1024.00,1166.44 horizontal,Left and right,39.23%,60.77%,30.38% left + 30.38% right,2000,1600,5:4,25%-75%,25%-75%,None,Form card overlays image,keep both sides quiet,WebP,250 KB,keep both sides quiet
Auth,Auth shell,AuthCard,Background,/site-images/shared/auth/background.png,Local,Mobile 390x844,1,Browser measured,375,844,375,844,0.4443,1717,916,1.8745,1673560,cover,50% 50%,hidden,0px,0.14,0.9214,1582.04,844.00,1207.04 horizontal,Left and right,23.70%,76.30%,38.15% left + 38.15% right,2000,1600,5:4,25%-75%,25%-75%,None,Form card overlays image,keep both sides quiet,WebP,250 KB,keep both sides quiet
Shared,Footer,PublicFooter,Decorative background,/site-images/shared/footer/background.png,Local,Desktop 1440x900,1,Browser measured,1425,425.5,1425,425.5,3.3490,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,0.06,0.8299,1425.00,760.22,334.72 vertical,Top and bottom,55.97%,44.03%,22.01% top + 22.01% bottom,2000,1600,5:4,25%-75%,25%-75%,None,Footer columns over image,N/A,WebP,250 KB,N/A
Shared,Footer,PublicFooter,Decorative background,/site-images/shared/footer/background.png,Local,Laptop 1280x800,1,Browser measured,1265,425.5,1265,425.5,2.9730,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,0.06,0.7368,1265.00,674.86,249.36 vertical,Top and bottom,63.05%,36.95%,18.48% top + 18.48% bottom,2000,1600,5:4,25%-75%,25%-75%,None,Footer columns over image,N/A,WebP,250 KB,N/A
Shared,Footer,PublicFooter,Decorative background,/site-images/shared/footer/background.png,Local,Tablet 768x1024,1,Browser measured,753,724.25,753,724.25,1.0397,1717,916,1.8745,1673560,background (cover),50% 50%,hidden,0px,0.06,0.7907,1357.57,724.25,604.57 horizontal,Left and right,55.47%,44.53%,22.27% left + 22.27% right,2000,1600,5:4,25%-75%,25%-75%,None,Footer columns over image,N/A,WebP,250 KB,N/A
